Year,exporter_key,exporter_name,exporter_address,exporter_city,exporter_state,exporter_country,exporterLAT,exporterLONG,hazWasteDesc2,un,totalQuantityinShipment,units_final,phase,ExpectedManagementMethod,ReceivingFacilityEPAIDNumber,importer_name,importer_address,importer_city,importer_state,receivingfacilityzipcode,latitude,longitude
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,20820,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,20820,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,20820,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,20820,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,20820,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,20820,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,20820,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,20820,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,20820,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,20820,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,20517,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,21009,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,20517,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,21009,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,21009,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,21009,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,12681,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,21009,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,21009,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,19495,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,21009,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,21009,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,19495,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,20498,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,19495,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,21009,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,21009,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,21009,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,21009,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,21009,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,21009,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,21009,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,21009,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,21501,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,21766,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,21009,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,20706,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,21009,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,20517,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,21009,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,21009,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,21032,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,21032,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,21539,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,22088,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,21501,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,21009,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,20517,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,21009,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,21001,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,21001,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,20956,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,21001,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,21032,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,21501,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,21501,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,13892,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,21009,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,21009,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,20668,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,21009,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,21009,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,20517,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,13908,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,21501,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,21531,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,21009,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,20517,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E9A26322,MILLER ENVIRONMENTAL,PO BOX 279,ST JEAN BAPTISTE,MANITOBA,CANADA,49.263219,-97.341029,"Flammable liquids, toxic, n.o.s.",UN1992,20085,liters,liquid,Fuel blending,KSD980833259,SYSTECH ENVIRONMENTAL CORPORATION,1420 SOUTH CEMENT ROAD,FREDONIA,KS,66736,37.5156317,-95.8243324
2011,E9A26322,MILLER ENVIRONMENTAL,PO BOX 279,ST JEAN BAPTISTE,MANITOBA,CANADA,49.263219,-97.341029,"Flammable liquids, toxic, n.o.s.",UN1992,20513,liters,liquid,Fuel blending,KSD980833259,SYSTECH ENVIRONMENTAL CORPORATION,1420 SOUTH CEMENT ROAD,FREDONIA,KS,66736,37.5156317,-95.8243324
2011,E9A26322,MILLER ENVIRONMENTAL,PO BOX 279,ST JEAN BAPTISTE,MANITOBA,CANADA,49.263219,-97.341029,"Flammable liquids, toxic, n.o.s.",UN1992,19582,liters,liquid,Fuel blending,KSD980833259,SYSTECH ENVIRONMENTAL CORPORATION,1420 SOUTH CEMENT ROAD,FREDONIA,KS,66736,37.5156317,-95.8243324
2011,E9A26322,MILLER ENVIRONMENTAL,PO BOX 279,ST JEAN BAPTISTE,MANITOBA,CANADA,49.263219,-97.341029,"Flammable liquids, toxic, n.o.s.",UN1992,21005,liters,liquid,Fuel blending,KSD980833259,SYSTECH ENVIRONMENTAL CORPORATION,1420 SOUTH CEMENT ROAD,FREDONIA,KS,66736,37.5156317,-95.8243324
2011,E9A26322,MILLER ENVIRONMENTAL,PO BOX 279,ST JEAN BAPTISTE,MANITOBA,CANADA,49.263219,-97.341029,"Flammable liquids, toxic, n.o.s.",UN1992,20619,liters,liquid,Fuel blending,KSD980833259,SYSTECH ENVIRONMENTAL CORPORATION,1420 SOUTH CEMENT ROAD,FREDONIA,KS,66736,37.5156317,-95.8243324
2011,E9A26322,MILLER ENVIRONMENTAL,PO BOX 279,ST JEAN BAPTISTE,MANITOBA,CANADA,49.263219,-97.341029,"Flammable liquids, toxic, n.o.s.",UN1992,20619,liters,liquid,Fuel blending,KSD980833259,SYSTECH ENVIRONMENTAL CORPORATION,1420 SOUTH CEMENT ROAD,FREDONIA,KS,66736,37.5156317,-95.8243324
2011,E9A26322,MILLER ENVIRONMENTAL,PO BOX 279,ST JEAN BAPTISTE,MANITOBA,CANADA,49.263219,-97.341029,"Flammable liquids, toxic, n.o.s.",UN1992,21005,liters,liquid,Fuel blending,KSD980833259,SYSTECH ENVIRONMENTAL CORPORATION,1420 SOUTH CEMENT ROAD,FREDONIA,KS,66736,37.5156317,-95.8243324
2011,E9A26322,MILLER ENVIRONMENTAL,PO BOX 279,ST JEAN BAPTISTE,MANITOBA,CANADA,49.263219,-97.341029,"Flammable liquids, toxic, n.o.s.",UN1992,21005,liters,liquid,Fuel blending,KSD980833259,SYSTECH ENVIRONMENTAL CORPORATION,1420 SOUTH CEMENT ROAD,FREDONIA,KS,66736,37.5156317,-95.8243324
2011,E9A26322,MILLER ENVIRONMENTAL,PO BOX 279,ST JEAN BAPTISTE,MANITOBA,CANADA,49.263219,-97.341029,"Flammable liquids, toxic, n.o.s.",UN1992,21005,liters,liquid,Fuel blending,KSD980833259,SYSTECH ENVIRONMENTAL CORPORATION,1420 SOUTH CEMENT ROAD,FREDONIA,KS,66736,37.5156317,-95.8243324
2011,E9A26322,MILLER ENVIRONMENTAL,PO BOX 279,ST JEAN BAPTISTE,MANITOBA,CANADA,49.263219,-97.341029,"Flammable liquids, toxic, n.o.s.",UN1992,18897,liters,liquid,Fuel blending,KSD980833259,SYSTECH ENVIRONMENTAL CORPORATION,1420 SOUTH CEMENT ROAD,FREDONIA,KS,66736,37.5156317,-95.8243324
2011,E9A26322,MILLER ENVIRONMENTAL,PO BOX 279,ST JEAN BAPTISTE,MANITOBA,CANADA,49.263219,-97.341029,"Flammable liquids, toxic, n.o.s.",UN1992,20589,liters,liquid,Fuel blending,KSD980833259,SYSTECH ENVIRONMENTAL CORPORATION,1420 SOUTH CEMENT ROAD,FREDONIA,KS,66736,37.5156317,-95.8243324
2011,E9A26322,MILLER ENVIRONMENTAL,PO BOX 279,ST JEAN BAPTISTE,MANITOBA,CANADA,49.263219,-97.341029,"Flammable liquids, toxic, n.o.s.",UN1992,21505,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E9A26322,MILLER ENVIRONMENTAL,PO BOX 279,ST JEAN BAPTISTE,MANITOBA,CANADA,49.263219,-97.341029,"Flammable liquids, toxic, n.o.s.",UN1992,19998,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E9A26322,MILLER ENVIRONMENTAL,PO BOX 279,ST JEAN BAPTISTE,MANITOBA,CANADA,49.263219,-97.341029,"Flammable liquids, toxic, n.o.s.",UN1992,20975,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E9A26322,MILLER ENVIRONMENTAL,PO BOX 279,ST JEAN BAPTISTE,MANITOBA,CANADA,49.263219,-97.341029,"Flammable liquids, toxic, n.o.s.",UN1992,20290,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E9A26322,MILLER ENVIRONMENTAL,PO BOX 279,ST JEAN BAPTISTE,MANITOBA,CANADA,49.263219,-97.341029,"Flammable liquids, toxic, n.o.s.",UN1992,20975,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E9A26322,MILLER ENVIRONMENTAL,PO BOX 279,ST JEAN BAPTISTE,MANITOBA,CANADA,49.263219,-97.341029,"Flammable liquids, toxic, n.o.s.",UN1992,20460,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
2011,E9A26322,MILLER ENVIRONMENTAL,PO BOX 279,ST JEAN BAPTISTE,MANITOBA,CANADA,49.263219,-97.341029,"Flammable liquids, toxic, n.o.s.",UN1992,20619,liters,liquid,Fuel blending,KSD980833259,SYSTECH ENVIRONMENTAL CORPORATION,1420 SOUTH CEMENT ROAD,FREDONIA,KS,66736,37.5156317,-95.8243324
2011,E3A51971,AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.51971,-79.89753,"Flammable liquids, n.o.s.",UN1993,24000,liters,liquid,Fuel blending,OHD005048947,SYSTECH CORP,11397 CO RD 176,PAULDING,OH,45879,41.1794467,-84.6049518
